t [s]	U''g [cm/s2] 	X'' [cm/s2] 	X' [cm/s]	X [cm]
57.188000	-1.652985	15.982594	-2.963981	-0.067157
57.190000	-1.856052	17.075006	-2.930923	-0.073052
57.192000	-2.059119	18.153906	-2.895695	-0.078878
57.194000	-2.262186	19.218647	-2.858322	-0.084632
57.196000	-2.465253	20.268593	-2.818835	-0.090309
57.198000	-2.668320	21.303120	-2.777263	-0.095905
57.200000	-2.874330	22.324552	-2.733635	-0.101416
57.202000	-3.080340	23.329339	-2.687981	-0.106838
57.204000	-3.286350	24.316889	-2.640335	-0.112166
57.206000	-3.492360	25.286622	-2.590732	-0.117397
57.208000	-3.698370	26.237972	-2.539207	-0.122527
57.210000	-3.904380	27.170384	-2.485799	-0.127552
57.212000	-4.110390	28.083318	-2.430545	-0.132469
57.214000	-4.316400	28.976247	-2.373485	-0.137273
57.216000	-4.522410	29.848658	-2.314661	-0.141961
57.218000	-4.728420	30.700052	-2.254112	-0.146530
57.220000	-4.925601	31.521128	-2.191891	-0.150976
57.222000	-5.122782	32.320261	-2.128049	-0.155296
57.224000	-5.319963	33.097002	-2.062632	-0.159486
57.226000	-5.517144	33.850918	-1.995684	-0.163545
57.228000	-5.714325	34.581589	-1.927252	-0.167468
57.230000	-5.911506	35.288614	-1.857381	-0.171252
57.232000	-6.108687	35.971606	-1.786121	-0.174896
57.234000	-6.305868	36.630194	-1.713519	-0.178395
57.236000	-6.503049	37.264024	-1.639625	-0.181748
57.238000	-6.700230	37.872758	-1.564488	-0.184953
57.240000	-5.713344	37.273682	-1.489342	-0.188006
57.242000	-4.726458	36.652599	-1.415416	-0.190911
57.244000	-3.739572	36.009955	-1.342753	-0.193669
57.246000	-2.752686	35.346210	-1.271397	-0.196283
57.248000	-1.765800	34.661836	-1.201389	-0.198756
57.250000	-0.778914	33.957316	-1.132770	-0.201090
57.252000	0.207972	33.233145	-1.065579	-0.203289
57.254000	1.194858	32.489830	-0.999856	-0.205354
57.256000	2.181744	31.727887	-0.935639	-0.207290
57.258000	3.168630	30.947843	-0.872963	-0.209098
57.260000	4.149630	30.156114	-0.811859	-0.210783
57.262000	5.130630	29.347350	-0.752355	-0.212347
57.264000	6.111630	28.522106	-0.694486	-0.213794
57.266000	7.092630	27.680941	-0.638283	-0.215127
57.268000	8.073630	26.824428	-0.583778	-0.216349
57.270000	9.054630	25.953144	-0.531000	-0.217464
57.272000	10.035630	25.067677	-0.479979	-0.218475
57.274000	11.016630	24.168620	-0.430743	-0.219385
57.276000	11.997630	23.256575	-0.383318	-0.220200
57.278000	12.978630	22.332150	-0.337729	-0.220921
57.280000	11.579724	23.772503	-0.291624	-0.221550
57.282000	10.180818	25.194246	-0.242658	-0.222084
57.284000	8.781912	26.596529	-0.190867	-0.222518
57.286000	7.383006	27.978517	-0.136292	-0.222845
57.288000	5.984100	29.339388	-0.078974	-0.223060
57.290000	4.585194	30.678338	-0.018956	-0.223158
57.292000	3.186288	31.994577	0.043717	-0.223133
57.294000	1.787382	33.287331	0.108999	-0.222981
57.296000	0.388476	34.555845	0.176842	-0.222695
57.298000	-1.010430	35.799378	0.247197	-0.222271
57.300000	-2.452500	37.060313	0.320057	-0.221703
57.302000	-3.894570	38.294707	0.395412	-0.220988
57.304000	-5.336640	39.501848	0.473208	-0.220119
57.306000	-6.778710	40.681043	0.553391	-0.219093
57.308000	-8.220780	41.831619	0.635904	-0.217903
57.310000	-9.662850	42.952921	0.720688	-0.216547
57.312000	-11.104920	44.044316	0.807686	-0.215019
57.314000	-12.546990	45.105190	0.896835	-0.213314
57.316000	-13.989060	46.134951	0.988075	-0.211429
57.318000	-15.431130	47.133027	1.081343	-0.209360
57.320000	-15.849036	47.076152	1.175553	-0.207103
57.322000	-16.266942	46.989725	1.269618	-0.204658
57.324000	-16.684848	46.873876	1.363482	-0.202025
57.326000	-17.102754	46.728752	1.457085	-0.199204
57.328000	-17.520660	46.554517	1.550368	-0.196196
57.330000	-17.938566	46.351354	1.643274	-0.193003
57.332000	-18.356472	46.119465	1.735745	-0.189624
57.334000	-18.774378	45.859067	1.827723	-0.186060
57.336000	-19.192284	45.570396	1.919153	-0.182313
57.338000	-19.610190	45.253706	2.009977	-0.178384
57.340000	-18.063153	42.947099	2.098177	-0.174276
57.342000	-16.516116	40.619191	2.181744	-0.169996
57.344000	-14.969079	38.271505	2.260634	-0.165554
57.346000	-13.422042	35.905571	2.334812	-0.160958
57.348000	-11.875005	33.522926	2.404240	-0.156219
57.350000	-10.327968	31.125117	2.468888	-0.151346
57.352000	-8.780931	28.713692	2.528727	-0.146349
57.354000	-7.233894	26.290208	2.583731	-0.141236
57.356000	-5.686857	23.856224	2.633877	-0.136019
57.358000	-4.139820	21.413300	2.679147	-0.130706
57.360000	-2.062062	18.433030	2.718993	-0.125307
57.362000	0.015696	15.448612	2.752875	-0.119836
57.364000	2.093454	12.461940	2.780785	-0.114302
57.366000	4.171212	9.474903	2.802722	-0.108718
57.368000	6.248970	6.489387	2.818686	-0.103097
57.370000	8.326728	3.507270	2.828683	-0.097450
57.372000	10.404486	0.530425	2.832721	-0.091788
57.374000	12.482244	-2.439284	2.830812	-0.086125
57.376000	14.560002	-5.400000	2.822973	-0.080471
57.378000	16.637760	-8.349880	2.809223	-0.074839
57.380000	15.179994	-7.756560	2.793116	-0.069236
57.382000	13.722228	-7.159837	2.778200	-0.063665
57.384000	12.264462	-6.560095	2.764480	-0.058122
57.386000	10.806696	-5.957720	2.751962	-0.052606
57.388000	9.348930	-5.353099	2.740651	-0.047113
57.390000	7.891164	-4.746619	2.730552	-0.041642
57.392000	6.433398	-4.138667	2.721666	-0.036190
57.394000	4.975632	-3.529631	2.713998	-0.030754
57.396000	3.517866	-2.919896	2.707549	-0.025333
57.398000	2.060100	-2.309851	2.702319	-0.019923
57.400000	0.406134	-1.503956	2.698505	-0.014522
57.402000	-1.247832	-0.699135	2.696302	-0.009127
57.404000	-2.901798	0.104107	2.695707	-0.003735
57.406000	-4.555764	0.905267	2.696716	0.001657
57.408000	-6.209730	1.703846	2.699325	0.007053
57.410000	-7.863696	2.499345	2.703529	0.012456
57.412000	-9.517662	3.291272	2.709319	0.017869
57.414000	-11.171628	4.079135	2.716690	0.023295
57.416000	-12.825594	4.862448	2.725631	0.028737
57.418000	-14.479560	5.640728	2.736134	0.034199
57.420000	-13.924314	4.207405	2.745982	0.039681
57.422000	-13.369068	2.775026	2.752965	0.045180
57.424000	-12.813822	1.344491	2.757084	0.050690
57.426000	-12.258576	-0.083302	2.758346	0.056206
57.428000	-11.703330	-1.507458	2.756755	0.061721
57.430000	-11.148084	-2.927090	2.752320	0.067230
57.432000	-10.592838	-4.341313	2.745052	0.072727
57.434000	-10.037592	-5.749247	2.734961	0.078207
57.436000	-9.482346	-7.150022	2.722062	0.083664
57.438000	-8.927100	-8.542772	2.706369	0.089093
57.440000	-7.319241	-10.977763	2.686849	0.094486
57.442000	-5.711382	-13.399719	2.662471	0.099835
57.444000	-4.103523	-15.807145	2.633264	0.105131
57.446000	-2.495664	-18.198558	2.599259	0.110363
57.448000	-0.887805	-20.572490	2.560488	0.115523
57.450000	0.720054	-22.927488	2.516988	0.120601
57.452000	2.327913	-25.262114	2.468798	0.125586
57.454000	3.935772	-27.574946	2.415961	0.130471
57.456000	5.543631	-29.864581	2.358521	0.135246
57.458000	7.151490	-32.129631	2.296527	0.139901
57.460000	7.184844	-32.796450	2.231601	0.144429
57.462000	7.218198	-33.440909	2.165364	0.148826
57.464000	7.251552	-34.062657	2.097860	0.153089
57.466000	7.284906	-34.661359	2.029136	0.157216
57.468000	7.318260	-35.236695	1.959238	0.161204
57.470000	7.351614	-35.788361	1.888213	0.165052
57.472000	7.384968	-36.316069	1.816109	0.168756
57.474000	7.418322	-36.819546	1.742973	0.172315
57.476000	7.451676	-37.298535	1.668855	0.175727
57.478000	7.485030	-37.752795	1.593804	0.178990
57.480000	4.909905	-35.577308	1.520474	0.182104
57.482000	2.334780	-33.384839	1.451511	0.185076
57.484000	-0.240345	-31.176815	1.386950	0.187914
57.486000	-2.815470	-28.954668	1.326818	0.190628
57.488000	-5.390595	-26.719834	1.271144	0.193226
57.490000	-7.965720	-24.473755	1.219950	0.195717
57.492000	-10.540845	-22.217876	1.173259	0.198111
57.494000	-13.115970	-19.953644	1.131087	0.200415
57.496000	-15.691095	-17.682509	1.093451	0.202639
57.498000	-18.266220	-15.405921	1.060362	0.204793
57.500000	-19.499337	-14.465441	1.030491	0.206884
57.502000	-20.732454	-13.518197	1.002507	0.208917
57.504000	-21.965571	-12.564803	0.976424	0.210896
57.506000	-23.198688	-11.605877	0.952254	0.212825
57.508000	-24.431805	-10.642037	0.930006	0.214707
57.510000	-25.664922	-9.673903	0.909690	0.216547
57.512000	-26.898039	-8.702097	0.891314	0.218348
57.514000	-28.131156	-7.727242	0.874885	0.220114
57.516000	-29.364273	-6.749958	0.860407	0.221849
57.518000	-30.597390	-5.770870	0.847887	0.223557
57.520000	-30.218724	-6.400105	0.835716	0.225241
57.522000	-29.840058	-7.023725	0.822292	0.226899
57.524000	-29.461392	-7.641348	0.807627	0.228529
57.526000	-29.082726	-8.252602	0.791733	0.230128
57.528000	-28.704060	-8.857116	0.774623	0.231695
57.530000	-28.325394	-9.454527	0.756311	0.233226
57.532000	-27.946728	-10.044474	0.736812	0.234719
57.534000	-27.568062	-10.626605	0.716141	0.236172
57.536000	-27.189396	-11.200573	0.694314	0.237582
57.538000	-26.810730	-11.766035	0.671347	0.238948
57.540000	-24.770250	-13.982122	0.645599	0.240265
57.542000	-22.729770	-16.183829	0.615433	0.241526
57.544000	-20.689290	-18.369802	0.580880	0.242722
57.546000	-18.648810	-20.538701	0.541971	0.243845
57.548000	-16.608330	-22.689203	0.498743	0.244886
57.550000	-14.567850	-24.819995	0.451234	0.245836
57.552000	-12.527370	-26.929785	0.399484	0.246686
57.554000	-10.486890	-29.017293	0.343537	0.247429
57.556000	-8.446410	-31.081259	0.283439	0.248056
57.558000	-6.405930	-33.120440	0.219237	0.248559
57.560000	-5.834007	-33.667130	0.152449	0.248931
57.562000	-5.262084	-34.191211	0.084591	0.249168
57.564000	-4.690161	-34.692411	0.015707	0.249268
57.566000	-4.118238	-35.170470	-0.054155	0.249230
57.568000	-3.546315	-35.625146	-0.124951	0.249051
57.570000	-2.974392	-36.056209	-0.196632	0.248729
57.572000	-2.402469	-36.463447	-0.269152	0.248263
57.574000	-1.830546	-36.846664	-0.342462	0.247652
57.576000	-1.258623	-37.205677	-0.416514	0.246893
57.578000	-0.686700	-37.540321	-0.491260	0.245985
57.580000	-3.764097	-34.206281	-0.563007	0.244930
57.582000	-6.841494	-30.859033	-0.628072	0.243739
57.584000	-9.918891	-27.500721	-0.686432	0.242425
57.586000	-12.996288	-24.133491	-0.738066	0.241000
57.588000	-16.073685	-20.759489	-0.782959	0.239479
57.590000	-19.151082	-17.380860	-0.821100	0.237875
57.592000	-22.228479	-13.999748	-0.852480	0.236202
57.594000	-25.305876	-10.618291	-0.877098	0.234472
57.596000	-28.383273	-7.238623	-0.894955	0.232700
57.598000	-31.460670	-3.862871	-0.906057	0.230899
57.600000	-31.304691	-3.721963	-0.913642	0.229079
57.602000	-31.148712	-3.579062	-0.920943	0.227245
57.604000	-30.992733	-3.434261	-0.927956	0.225396
57.606000	-30.836754	-3.287658	-0.934678	0.223533
57.608000	-30.680775	-3.139349	-0.941105	0.221658
57.610000	-30.524796	-2.989432	-0.947234	0.219769
57.612000	-30.368817	-2.838005	-0.953061	0.217869
57.614000	-30.212838	-2.685168	-0.958584	0.215957
57.616000	-30.056859	-2.531022	-0.963800	0.214035
57.618000	-29.900880	-2.375665	-0.968707	0.212102
57.620000	-27.824103	-4.137285	-0.975220	0.210158
57.622000	-25.747326	-5.891874	-0.985249	0.208198
57.624000	-23.670549	-7.638344	-0.998779	0.206214
57.626000	-21.593772	-9.375612	-1.015793	0.204199
57.628000	-19.516995	-11.102606	-1.036272	0.202147
57.630000	-17.440218	-12.818263	-1.060193	0.200051
57.632000	-15.363441	-14.521528	-1.087532	0.197903
57.634000	-13.286664	-16.211360	-1.118265	0.195697
57.636000	-11.209887	-17.886724	-1.152363	0.193427
57.638000	-9.133110	-19.546602	-1.189797	0.191085
57.640000	-9.365607	-18.883973	-1.228227	0.188666
57.642000	-9.598104	-18.211095	-1.265322	0.186173
57.644000	-9.830601	-17.528420	-1.301062	0.183607
57.646000	-10.063098	-16.836401	-1.335427	0.180970
57.648000	-10.295595	-16.135499	-1.368398	0.178266
57.650000	-10.528092	-15.426179	-1.399960	0.175498
57.652000	-10.760589	-14.708909	-1.430095	0.172668
57.654000	-10.993086	-13.984161	-1.458788	0.169779
57.656000	-11.225583	-13.252411	-1.486025	0.166834
57.658000	-11.458080	-12.514139	-1.511791	0.163836
57.660000	-11.765133	-11.695375	-1.536001	0.160789
57.662000	-12.072186	-10.871289	-1.558568	0.157694
57.664000	-12.379239	-10.042415	-1.579481	0.154556
57.666000	-12.686292	-9.209286	-1.598733	0.151378
57.668000	-12.993345	-8.372439	-1.616315	0.148163
57.670000	-13.300398	-7.532411	-1.632220	0.144914
57.672000	-13.607451	-6.689741	-1.646442	0.141635
57.674000	-13.914504	-5.844965	-1.658976	0.138330
57.676000	-14.221557	-4.998623	-1.669820	0.135001
57.678000	-14.528610	-4.151253	-1.678970	0.131652
57.680000	-13.168944	-4.967755	-1.688089	0.128285
57.682000	-11.809278	-5.779074	-1.698836	0.124898
57.684000	-10.449612	-6.584712	-1.711200	0.121488
57.686000	-9.089946	-7.384175	-1.725168	0.118052
57.688000	-7.730280	-8.176974	-1.740730	0.114586
57.690000	-6.370614	-8.962625	-1.757869	0.111088
57.692000	-5.010948	-9.740651	-1.776572	0.107553
57.694000	-3.651282	-10.510580	-1.796824	0.103980
57.696000	-2.291616	-11.271948	-1.818606	0.100364
57.698000	-0.931950	-12.024294	-1.841902	0.096704
57.700000	-0.109872	-12.230340	-1.866157	0.092996
57.702000	0.712206	-12.428154	-1.890816	0.089239
57.704000	1.534284	-12.617632	-1.915861	0.085432
57.706000	2.356362	-12.798676	-1.941278	0.081575
57.708000	3.178440	-12.971193	-1.967048	0.077667
57.710000	4.000518	-13.135095	-1.993154	0.073706
57.712000	4.822596	-13.290300	-2.019579	0.069694
57.714000	5.644674	-13.436733	-2.046306	0.065628
57.716000	6.466752	-13.574323	-2.073317	0.061508
57.718000	7.288830	-13.703005	-2.100595	0.057334
57.720000	6.253875	-11.968312	-2.126266	0.053107
57.722000	5.218920	-10.230423	-2.148465	0.048833
57.724000	4.183965	-8.490442	-2.167186	0.044517
57.726000	3.149010	-6.749473	-2.182425	0.040167
57.728000	2.114055	-5.008616	-2.194184	0.035791
57.730000	1.079100	-3.268969	-2.202461	0.031394
57.732000	0.044145	-1.531626	-2.207262	0.026984
57.734000	-0.990810	0.202323	-2.208591	0.022569
57.736000	-2.025765	1.931793	-2.206457	0.018154
57.738000	-3.060720	3.655703	-2.200869	0.013746
57.740000	-2.013993	3.294240	-2.193919	0.009351
57.742000	-0.967266	2.931606	-2.187694	0.004970
57.744000	0.079461	2.568033	-2.182194	0.000600
57.746000	1.126188	2.203753	-2.177422	-0.003760
57.748000	2.172915	1.838997	-2.173379	-0.008111
57.750000	3.219642	1.473996	-2.170066	-0.012454
57.752000	4.266369	1.108981	-2.167483	-0.016792
57.754000	5.313096	0.744183	-2.165630	-0.021125
57.756000	6.359823	0.379832	-2.164506	-0.025455
57.758000	7.406550	0.016155	-2.164110	-0.029783
57.760000	7.601769	0.503686	-2.163590	-0.034111
57.762000	7.796988	0.989675	-2.162097	-0.038437
57.764000	7.992207	1.473821	-2.159634	-0.042759
57.766000	8.187426	1.955822	-2.156204	-0.047074
57.768000	8.382645	2.435380	-2.151813	-0.051382
57.770000	8.577864	2.912197	-2.146465	-0.055681
57.772000	8.773083	3.385982	-2.140167	-0.059967
57.774000	8.968302	3.856441	-2.132925	-0.064240
57.776000	9.163521	4.323288	-2.124745	-0.068498
57.778000	9.358740	4.786235	-2.115635	-0.072738
57.780000	6.785577	8.009473	-2.102840	-0.076957
57.782000	4.212414	11.219570	-2.083611	-0.081143
57.784000	1.639251	14.414534	-2.057977	-0.085285
57.786000	-0.933912	17.592387	-2.025970	-0.089369
57.788000	-3.507075	20.751167	-1.987626	-0.093382
57.790000	-6.080238	23.888931	-1.942986	-0.097313
57.792000	-8.653401	27.003752	-1.892093	-0.101148
57.794000	-11.226564	30.093723	-1.834996	-0.104875
57.796000	-13.799727	33.156956	-1.771745	-0.108482
57.798000	-16.372890	36.191588	-1.702397	-0.111956
57.800000	-17.650152	37.901704	-1.628303	-0.115287
57.802000	-18.927414	39.583622	-1.550818	-0.118466
57.804000	-20.204676	41.236351	-1.469998	-0.121487
57.806000	-21.481938	42.858921	-1.385903	-0.124343
57.808000	-22.759200	44.450386	-1.298593	-0.127027
57.810000	-24.036462	46.009819	-1.208133	-0.129534
57.812000	-25.313724	47.536316	-1.114587	-0.131857
57.814000	-26.590986	49.028999	-1.018022	-0.133989
57.816000	-27.868248	50.487009	-0.918506	-0.135926
57.818000	-29.145510	51.909516	-0.816109	-0.137660
57.820000	-28.927728	51.802777	-0.712397	-0.139189
57.822000	-28.709946	51.663631	-0.608930	-0.140510
57.824000	-28.492164	51.492246	-0.505775	-0.141625
57.826000	-28.274382	51.288813	-0.402994	-0.142534
57.828000	-28.056600	51.053539	-0.300651	-0.143237
57.830000	-27.838818	50.786653	-0.198811	-0.143737
57.832000	-27.621036	50.488402	-0.097536	-0.144033
57.834000	-27.403254	50.159053	0.003111	-0.144128
57.836000	-27.185472	49.798893	0.103069	-0.144021
57.838000	-26.967690	49.408225	0.202277	-0.143716
57.840000	-23.836338	46.077919	0.297763	-0.143216
57.842000	-20.704986	42.726906	0.386568	-0.142532
57.844000	-17.573634	39.357354	0.468652	-0.141676
57.846000	-14.442282	35.971432	0.543981	-0.140664
57.848000	-11.310930	32.571319	0.612523	-0.139507
57.850000	-8.179578	29.159194	0.674254	-0.138221
57.852000	-5.048226	25.737241	0.729150	-0.136817
57.854000	-1.916874	22.307641	0.777195	-0.135311
57.856000	1.214478	18.872578	0.818375	-0.133715
57.858000	4.345830	15.434232	0.852682	-0.132044
57.860000	6.823836	12.647203	0.880764	-0.130311
57.862000	9.301842	9.859192	0.903270	-0.128527
57.864000	11.779848	7.071958	0.920201	-0.126703
57.866000	14.257854	4.287259	0.931560	-0.124851
57.868000	16.735860	1.506845	0.937354	-0.122983
57.870000	19.213866	-1.267542	0.937594	-0.121108
57.872000	21.691872	-4.034166	0.932292	-0.119238
57.874000	24.169878	-6.791302	0.921467	-0.117384
57.876000	26.647884	-9.537235	0.905138	-0.115557
57.878000	29.125890	-12.270260	0.883331	-0.113769
57.880000	28.328337	-11.717755	0.859343	-0.112026
57.882000	27.530784	-11.159245	0.836466	-0.110330
57.884000	26.733231	-10.595098	0.814711	-0.108679
57.886000	25.935678	-10.025684	0.794090	-0.107070
57.888000	25.138125	-9.451375	0.774613	-0.105502
57.890000	24.340572	-8.872546	0.756289	-0.103971
57.892000	23.543019	-8.289574	0.739127	-0.102475
57.894000	22.745466	-7.702835	0.723135	-0.101013
57.896000	21.947913	-7.112711	0.708319	-0.099582
57.898000	21.150360	-6.519581	0.694687	-0.098179
57.900000	20.141892	-5.713210	0.682454	-0.096801
57.902000	19.133424	-4.905259	0.671836	-0.095447
57.904000	18.124956	-4.096242	0.662834	-0.094113
57.906000	17.116488	-3.286672	0.655451	-0.092794
57.908000	16.108020	-2.477060	0.649688	-0.091489
57.910000	15.099552	-1.667918	0.645543	-0.090194
57.912000	14.091084	-0.859755	0.643015	-0.088905
57.914000	13.082616	-0.053077	0.642102	-0.087620
57.916000	12.074148	0.751609	0.642801	-0.086335
57.918000	11.065680	1.553802	0.645106	-0.085047
57.920000	10.747836	1.663353	0.648323	-0.083754
57.922000	10.429992	1.771580	0.651758	-0.082454
57.924000	10.112148	1.878418	0.655408	-0.081147
57.926000	9.794304	1.983803	0.659270	-0.079832
57.928000	9.476460	2.087672	0.663342	-0.078509
57.930000	9.158616	2.189963	0.667620	-0.077178
57.932000	8.840772	2.290617	0.672100	-0.075839
57.934000	8.522928	2.389573	0.676780	-0.074490
57.936000	8.205084	2.486773	0.681657	-0.073131
57.938000	7.887240	2.582161	0.686726	-0.071763
57.940000	7.933347	2.312244	0.691620	-0.070385
57.942000	7.979454	2.041546	0.695974	-0.068997
57.944000	8.025561	1.770239	0.699786	-0.067601
57.946000	8.071668	1.498497	0.703054	-0.066199
57.948000	8.117775	1.226492	0.705779	-0.064790
57.950000	8.163882	0.954395	0.707960	-0.063376
57.952000	8.209989	0.682380	0.709597	-0.061958
57.954000	8.256096	0.410617	0.710690	-0.060538
57.956000	8.302203	0.139276	0.711240	-0.059116
57.958000	8.348310	-0.131471	0.711248	-0.057694
57.960000	7.854867	0.137333	0.711254	-0.056271
57.962000	7.361424	0.405375	0.711796	-0.054848
57.964000	6.867981	0.672488	0.712874	-0.053423
57.966000	6.374538	0.938507	0.714485	-0.051996
57.968000	5.881095	1.203267	0.716627	-0.050565
57.970000	5.387652	1.466603	0.719297	-0.049129
57.972000	4.894209	1.728353	0.722492	-0.047687
57.974000	4.400766	1.988355	0.726208	-0.046239
57.976000	3.907323	2.246452	0.730443	-0.044782
57.978000	3.413880	2.502483	0.735192	-0.043316
57.980000	1.818774	3.856400	0.741551	-0.041840
57.982000	0.223668	5.204487	0.750612	-0.040347
57.984000	-1.371438	6.545908	0.762362	-0.038834
57.986000	-2.966544	7.879833	0.776788	-0.037295
57.988000	-4.561650	9.205440	0.793873	-0.035725
57.990000	-6.156756	10.521914	0.813601	-0.034117
57.992000	-7.751862	11.828447	0.835951	-0.032468
57.994000	-9.346968	13.124240	0.860904	-0.030771
57.996000	-10.942074	14.408502	0.888436	-0.029021
57.998000	-12.537180	15.680454	0.918525	-0.027214
58.000000	-14.300037	17.106836	0.951313	-0.025345
58.002000	-16.062894	18.518848	0.986938	-0.023406
58.004000	-17.825751	19.915635	1.025373	-0.021394
58.006000	-19.588608	21.296355	1.066585	-0.019302
58.008000	-21.351465	22.660177	1.110541	-0.017125
58.010000	-23.114322	24.006282	1.157208	-0.014857
58.012000	-24.877179	25.333867	1.206548	-0.012493
58.014000	-26.640036	26.642141	1.258524	-0.010028
58.016000	-28.402893	27.930326	1.313096	-0.007457
58.018000	-30.165750	29.197661	1.370224	-0.004773
58.020000	-30.262869	28.780013	1.428202	-0.001975
58.022000	-30.359988	28.345260	1.485327	0.000939
58.024000	-30.457107	27.893719	1.541566	0.003965
58.026000	-30.554226	27.425717	1.596886	0.007104
58.028000	-30.651345	26.941591	1.651253	0.010352
58.030000	-30.748464	26.441685	1.704636	0.013708
58.032000	-30.845583	25.926356	1.757004	0.017170
58.034000	-30.942702	25.395967	1.808327	0.020735
58.036000	-31.039821	24.850890	1.858574	0.024402
58.038000	-31.136940	24.291507	1.907716	0.028168
58.040000	-30.151035	22.636710	1.954644	0.032030
58.042000	-29.165130	20.971789	1.998253	0.035983
58.044000	-28.179225	19.297818	2.038522	0.040020
58.046000	-27.193320	17.615875	2.075436	0.044134
58.048000	-26.207415	15.927043	2.108979	0.048318
58.050000	-25.221510	14.232402	2.139138	0.052567
58.052000	-24.235605	12.533038	2.165904	0.056872
58.054000	-23.249700	10.830033	2.189267	0.061227
58.056000	-22.263795	9.124471	2.209221	0.065625
58.058000	-21.277890	7.417434	2.225763	0.070060
58.060000	-19.735758	5.154561	2.238335	0.074524
58.062000	-18.193626	2.894117	2.246384	0.079009
58.064000	-16.651494	0.637519	2.249916	0.083505
58.066000	-15.109362	-1.613816	2.248939	0.088004
58.068000	-13.567230	-3.858484	2.243467	0.092497
58.070000	-12.025098	-6.095084	2.233513	0.096974
58.072000	-10.482966	-8.322227	2.219096	0.101426
58.074000	-8.940834	-10.538531	2.200235	0.105846
58.076000	-7.398702	-12.742625	2.176954	0.110223
58.078000	-5.856570	-14.933150	2.149278	0.114549
58.080000	-4.034853	-17.387948	2.116957	0.118815
58.082000	-2.213136	-19.825617	2.079744	0.123012
58.084000	-0.391419	-22.244664	2.037674	0.127129
58.086000	1.430298	-24.643608	1.990785	0.131158
58.088000	3.252015	-27.020987	1.939121	0.135088
58.090000	5.073732	-29.375356	1.882724	0.138910
58.092000	6.895449	-31.705287	1.821644	0.142614
58.094000	8.717166	-34.009372	1.755929	0.146192
58.096000	10.538883	-36.286223	1.685633	0.149633
58.098000	12.360600	-38.534472	1.610813	0.152930
58.100000	12.771639	-39.344086	1.532934	0.156073
58.102000	13.182678	-40.126852	1.453463	0.159060
58.104000	13.593717	-40.882343	1.372454	0.161886
58.106000	14.004756	-41.610150	1.289962	0.164548
58.108000	14.415795	-42.309885	1.206042	0.167044
58.110000	14.826834	-42.981177	1.120750	0.169371
58.112000	15.237873	-43.623673	1.034146	0.171526
58.114000	15.648912	-44.237040	0.946285	0.173506
58.116000	16.059951	-44.820964	0.857227	0.175310
58.118000	16.470990	-45.375152	0.767031	0.176934
58.120000	16.068780	-45.087227	0.676568	0.178378
58.122000	15.666570	-44.771586	0.586710	0.179641
58.124000	15.264360	-44.428497	0.497509	0.180725
58.126000	14.862150	-44.058245	0.409023	0.181632
58.128000	14.459940	-43.661132	0.321303	0.182362
58.130000	14.057730	-43.237476	0.234405	0.182918
58.132000	13.655520	-42.787611	0.148380	0.183300
58.134000	13.253310	-42.311886	0.063280	0.183512
58.136000	12.851100	-41.810666	-0.020842	0.183554
58.138000	12.448890	-41.284331	-0.103937	0.183430
58.140000	12.145761	-40.832218	-0.186054	0.183140
58.142000	11.842632	-40.355484	-0.267242	0.182686
58.144000	11.539503	-39.854491	-0.347452	0.182072
58.146000	11.236374	-39.329618	-0.426636	0.181298
58.148000	10.933245	-38.781254	-0.504747	0.180366
58.150000	10.630116	-38.209804	-0.581738	0.179280
58.152000	10.326987	-37.615688	-0.657563	0.178040
58.154000	10.023858	-36.999336	-0.732178	0.176651
58.156000	9.720729	-36.361192	-0.805539	0.175113
58.158000	9.417600	-35.701716	-0.877602	0.173430
58.160000	9.084060	-34.991007	-0.948294	0.171604
58.162000	8.750520	-34.260010	-1.017545	0.169638
58.164000	8.416980	-33.509239	-1.085315	0.167535
58.166000	8.083440	-32.739215	-1.151563	0.165298
58.168000	7.749900	-31.950473	-1.216253	0.162931
58.170000	7.416360	-31.143557	-1.279347	0.160435
58.172000	7.082820	-30.319023	-1.340809	0.157815
58.174000	6.749280	-29.477433	-1.400606	0.155073
58.176000	6.415740	-28.619363	-1.458703	0.152214
58.178000	6.082200	-27.745394	-1.515067	0.149240
58.180000	5.764356	-26.871791	-1.569685	0.146156
58.182000	5.446512	-25.983432	-1.622540	0.142963
58.184000	5.128668	-25.080912	-1.673604	0.139667
58.186000	4.810824	-24.164838	-1.722850	0.136271
58.188000	4.492980	-23.235820	-1.770250	0.132778
58.190000	4.175136	-22.294478	-1.815781	0.129192
58.192000	3.857292	-21.341435	-1.859417	0.125516
58.194000	3.539448	-20.377323	-1.901135	0.121756
58.196000	3.221604	-19.402778	-1.940916	0.117914
58.198000	2.903760	-18.418439	-1.978737	0.113994
58.200000	1.962981	-16.802899	-2.013958	0.110001
58.202000	1.022202	-15.180814	-2.045942	0.105942
58.204000	0.081423	-13.553225	-2.074676	0.101821
58.206000	-0.859356	-11.921172	-2.100150	0.097646
58.208000	-1.800135	-10.285695	-2.122357	0.093424
58.210000	-2.740914	-8.647836	-2.141291	0.089160
58.212000	-3.681693	-7.008632	-2.156947	0.084862
58.214000	-4.622472	-5.369121	-2.169325	0.080535
58.216000	-5.563251	-3.730338	-2.178424	0.076188
58.218000	-6.504030	-2.093315	-2.184248	0.071825
